Month,SiteID,SiteName,Region,VehicleID,VehicleType,Miles,FuelLitres,FuelCost,MaintenanceCost,LeaseCost,TotalFleetCost
2025-03-01,S012,Bristol Care & Education Centre,South,VH0005,MPV,842,80.2,118.7,191.8,320,630.5
2025-03-01,S012,Bristol Care & Education Centre,South,VH0124,Van,1154,135.8,200.98,262.13,320,783.11
2025-03-01,S012,Bristol Care & Education Centre,South,VH0014,Minibus,1212,142.6,211.05,129.75,450,790.8
2025-03-01,S012,Bristol Care & Education Centre,South,VH0100,MPV,1312,125.0,185.0,70.16,450,705.16
2025-03-01,S012,Bristol Care & Education Centre,South,VH0097,Van,954,112.2,166.06,170.02,320,656.08
2025-03-01,S012,Bristol Care & Education Centre,South,VH0033,MPV,1548,147.4,218.15,398.79,380,996.94
2025-03-01,S013,Reading Care & Education Centre,South,VH0003,Car,1201,114.4,169.31,135.34,320,624.65
2025-03-01,S013,Reading Care & Education Centre,South,VH0059,MPV,1183,112.7,166.8,221.01,320,707.81
2025-03-01,S013,Reading Care & Education Centre,South,VH0106,Car,969,92.3,136.6,293.62,320,750.22
2025-03-01,S014,Southampton Care & Education Centre,South,VH0113,Minibus,1107,130.2,192.7,289.82,450,932.52
2025-03-01,S014,Southampton Care & Education Centre,South,VH0047,MPV,1216,115.8,171.38,183.73,450,805.11
2025-03-01,S014,Southampton Care & Education Centre,South,VH0073,MPV,1259,119.9,177.45,100.62,520,798.0699999999999
2025-03-01,S014,Southampton Care & Education Centre,South,VH0012,Van,910,107.1,158.51,61.99,320,540.5
2025-03-01,S015,Brighton Care & Education Centre,South,VH0020,MPV,1159,110.4,163.39,212.31,520,895.7
2025-03-01,S015,Brighton Care & Education Centre,South,VH0065,Minibus,1164,136.9,202.61,383.96,380,966.5699999999999
2025-03-01,S015,Brighton Care & Education Centre,South,VH0140,Van,1048,123.3,182.48,203.5,450,835.98
2025-03-01,S016,Cardiff Care & Education Centre,Wales,VH0075,Car,777,74.0,109.52,119.03,320,548.55
2025-03-01,S016,Cardiff Care & Education Centre,Wales,VH0063,Minibus,1223,143.9,212.97,317.93,520,1050.9
2025-03-01,S016,Cardiff Care & Education Centre,Wales,VH0135,Van,976,114.8,169.9,144.27,450,764.1700000000001
2025-03-01,S016,Cardiff Care & Education Centre,Wales,VH0069,Car,670,63.8,94.42,121.44,380,595.86
2025-03-01,S016,Cardiff Care & Education Centre,Wales,VH0082,MPV,1272,121.1,179.23,196.02,380,755.25
2025-03-01,S017,Swansea Care & Education Centre,Wales,VH0054,MPV,1175,111.9,165.61,153.98,520,839.59
2025-03-01,S017,Swansea Care & Education Centre,Wales,VH0032,Van,1051,123.6,182.93,97.17,320,600.1
2025-03-01,S017,Swansea Care & Education Centre,Wales,VH0096,Car,1224,116.6,172.57,183.68,520,876.25
2025-03-01,S017,Swansea Care & Education Centre,Wales,VH0037,Car,1173,111.7,165.32,107.92,450,723.24
2025-03-01,S017,Swansea Care & Education Centre,Wales,VH0010,Minibus,511,60.1,88.95,337.77,520,946.72
2025-03-01,S018,Newport Care & Education Centre,Wales,VH0022,Car,930,88.6,131.13,80.98,520,732.11
2025-03-01,S018,Newport Care & Education Centre,Wales,VH0016,Van,1223,143.9,212.97,118.64,520,851.61
2025-03-01,S018,Newport Care & Education Centre,Wales,VH0072,Car,1314,125.1,185.15,199.36,380,764.51
2025-03-01,S018,Newport Care & Education Centre,Wales,VH0099,MPV,1220,116.2,171.98,40.72,520,732.7
2025-03-01,S018,Newport Care & Education Centre,Wales,VH0127,MPV,1352,128.8,190.62,170.9,520,881.52
2025-03-01,S019,Wrexham Care & Education Centre,Wales,VH0014,Minibus,957,112.6,166.65,261.47,380,808.12
2025-03-01,S019,Wrexham Care & Education Centre,Wales,VH0079,Car,605,57.6,85.25,182.69,450,717.94
2025-03-01,S019,Wrexham Care & Education Centre,Wales,VH0009,Van,792,93.2,137.94,41.79,520,699.73
2025-03-01,S019,Wrexham Care & Education Centre,Wales,VH0139,Car,669,63.7,94.28,239.02,320,653.3
2025-03-01,S019,Wrexham Care & Education Centre,Wales,VH0090,Van,892,104.9,155.25,272.7,450,877.95
2025-03-01,S019,Wrexham Care & Education Centre,Wales,VH0007,Van,916,107.8,159.54,13.41,520,692.95
2025-03-01,S019,Wrexham Care & Education Centre,Wales,VH0087,Minibus,770,90.6,134.09,348.86,380,862.95
2025-03-01,S020,Bangor Care & Education Centre,Wales,VH0120,Car,1011,96.3,142.52,106.14,380,628.6600000000001
2025-03-01,S020,Bangor Care & Education Centre,Wales,VH0061,Minibus,1090,128.2,189.74,290.14,450,929.88
2025-03-01,S020,Bangor Care & Education Centre,Wales,VH0034,Van,1329,156.4,231.47,265.88,320,817.35
2025-03-01,S020,Bangor Care & Education Centre,Wales,VH0004,Minibus,960,112.9,167.09,143.92,450,761.01
2025-03-01,S020,Bangor Care & Education Centre,Wales,VH0072,Minibus,946,111.3,164.72,270.82,450,885.54
2025-03-01,S020,Bangor Care & Education Centre,Wales,VH0071,Car,809,77.0,113.96,73.43,320,507.39
2025-04-01,S001,Preston Care & Education Centre,North,VH0083,Car,1135,108.1,159.99,146.11,520,826.1
2025-04-01,S001,Preston Care & Education Centre,North,VH0068,Car,1058,100.8,149.18,89.32,520,758.5
2025-04-01,S001,Preston Care & Education Centre,North,VH0046,Car,992,94.5,139.86,76.06,450,665.9200000000001
2025-04-01,S001,Preston Care & Education Centre,North,VH0114,Van,1272,149.6,221.41,232.82,380,834.23
2025-04-01,S001,Preston Care & Education Centre,North,VH0119,Van,588,69.2,102.42,75.64,320,498.06
2025-04-01,S002,Manchester Care & Education Centre,North,VH0021,Minibus,675,79.4,117.51,198.0,450,765.51
2025-04-01,S002,Manchester Care & Education Centre,North,VH0071,Van,1029,121.1,179.23,34.03,380,593.26
2025-04-01,S002,Manchester Care & Education Centre,North,VH0081,MPV,819,78.0,115.44,69.68,380,565.12
2025-04-01,S002,Manchester Care & Education Centre,North,VH0017,MPV,1101,104.9,155.25,155.55,320,630.8
2025-04-01,S002,Manchester Care & Education Centre,North,VH0113,MPV,869,82.8,122.54,164.15,320,606.69
2025-04-01,S002,Manchester Care & Education Centre,North,VH0047,Car,913,87.0,128.76,128.27,380,637.03
2025-04-01,S002,Manchester Care & Education Centre,North,VH0067,Van,1468,172.7,255.6,257.24,450,962.84
2025-04-01,S003,Leeds Care & Education Centre,North,VH0059,Minibus,725,85.3,126.24,316.38,320,762.62
2025-04-01,S003,Leeds Care & Education Centre,North,VH0016,Minibus,1252,147.3,218.0,158.14,320,696.14
2025-04-01,S003,Leeds Care & Education Centre,North,VH0067,MPV,1254,119.4,176.71,273.03,450,899.74
2025-04-01,S004,Newcastle Care & Education Centre,North,VH0020,Car,769,73.2,108.34,76.6,320,504.94
2025-04-01,S004,Newcastle Care & Education Centre,North,VH0130,MPV,1304,124.2,183.82,171.72,380,735.54
2025-04-01,S004,Newcastle Care & Education Centre,North,VH0114,Minibus,1187,139.6,206.61,277.25,450,933.86
2025-04-01,S005,Sheffield Care & Education Centre,North,VH0019,Minibus,1147,134.9,199.65,143.88,450,793.53
2025-04-01,S005,Sheffield Care & Education Centre,North,VH0110,Van,1311,154.2,228.22,243.57,450,921.79
2025-04-01,S005,Sheffield Care & Education Centre,North,VH0073,Van,992,116.7,172.72,146.52,450,769.24
2025-04-01,S005,Sheffield Care & Education Centre,North,VH0037,Car,667,63.5,93.98,191.14,380,665.12
2025-04-01,S005,Sheffield Care & Education Centre,North,VH0007,Minibus,1193,140.4,207.79,245.02,320,772.81
2025-04-01,S005,Sheffield Care & Education Centre,North,VH0084,Minibus,1331,156.6,231.77,223.27,380,835.04
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,VH0007,Van,1191,140.1,207.35,68.43,320,595.78
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,VH0028,MPV,1044,99.4,147.11,136.05,520,803.1600000000001
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,VH0055,Car,1106,105.3,155.84,120.44,320,596.28
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,VH0081,MPV,1017,96.9,143.41,216.08,520,879.49
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,VH0131,Car,940,89.5,132.46,21.47,320,473.93
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,VH0089,Van,1487,174.9,258.85,260.52,520,1039.37
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,VH0056,Minibus,726,85.4,126.39,305.18,450,881.5699999999999
2025-04-01,S007,Nottingham Care & Education Centre,Midlands,VH0076,MPV,924,88.0,130.24,171.08,520,821.32
2025-04-01,S007,Nottingham Care & Education Centre,Midlands,VH0063,Minibus,1123,132.1,195.51,231.25,320,746.76
2025-04-01,S007,Nottingham Care & Education Centre,Midlands,VH0085,MPV,854,81.3,120.32,94.76,520,735.0799999999999
2025-04-01,S007,Nottingham Care & Education Centre,Midlands,VH0093,Van,820,96.5,142.82,83.45,450,676.27
2025-04-01,S008,Leicester Care & Education Centre,Midlands,VH0091,Minibus,1033,121.5,179.82,192.74,520,892.56
2025-04-01,S008,Leicester Care & Education Centre,Midlands,VH0130,MPV,1220,116.2,171.98,268.98,520,960.96
2025-04-01,S008,Leicester Care & Education Centre,Midlands,VH0020,Van,904,106.4,157.47,169.15,380,706.62
2025-04-01,S009,Derby Care & Education Centre,Midlands,VH0033,Minibus,1174,138.1,204.39,287.76,450,942.15
2025-04-01,S009,Derby Care & Education Centre,Midlands,VH0138,Car,1068,101.7,150.52,209.41,320,679.9300000000001
2025-04-01,S009,Derby Care & Education Centre,Midlands,VH0063,Van,1170,137.6,203.65,50.99,520,774.64
2025-04-01,S009,Derby Care & Education Centre,Midlands,VH0105,MPV,1267,120.7,178.64,220.98,520,919.62
2025-04-01,S009,Derby Care & Education Centre,Midlands,VH0036,MPV,859,81.8,121.06,153.04,380,654.1
2025-04-01,S009,Derby Care & Education Centre,Midlands,VH0067,Van,1220,143.5,212.38,133.25,320,665.63
2025-04-01,S009,Derby Care & Education Centre,Midlands,VH0074,MPV,1318,125.5,185.74,339.11,320,844.85
2025-04-01,S010,Coventry Care & Education Centre,Midlands,VH0068,Car,853,81.2,120.18,39.52,380,539.7
2025-04-01,S010,Coventry Care & Education Centre,Midlands,VH0121,Car,1125,107.1,158.51,207.73,380,746.24
2025-04-01,S010,Coventry Care & Education Centre,Midlands,VH0026,Van,992,116.7,172.72,266.26,520,958.98
2025-04-01,S010,Coventry Care & Education Centre,Midlands,VH0033,Minibus,715,84.1,124.47,305.43,380,809.9
2025-04-01,S010,Coventry Care & Education Centre,Midlands,VH0009,Van,898,105.6,156.29,287.55,380,823.84
2025-04-01,S010,Coventry Care & Education Centre,Midlands,VH0111,Minibus,1548,182.1,269.51,188.67,320,778.18
2025-04-01,S011,London Care & Education Centre,South,VH0087,Van,912,107.3,158.8,218.77,520,897.57
2025-04-01,S011,London Care & Education Centre,South,VH0028,Van,953,112.1,165.91,146.37,520,832.28
2025-04-01,S011,London Care & Education Centre,South,VH0012,Minibus,1056,124.2,183.82,96.43,520,800.25
2025-04-01,S011,London Care & Education Centre,South,VH0019,MPV,1046,99.6,147.41,94.82,380,622.23
2025-04-01,S011,London Care & Education Centre,South,VH0091,Car,926,88.2,130.54,265.49,380,776.03
2025-04-01,S012,Bristol Care & Education Centre,South,VH0095,Minibus,735,86.5,128.02,315.06,520,963.08
2025-04-01,S012,Bristol Care & Education Centre,South,VH0117,MPV,980,93.3,138.08,127.62,450,715.7
2025-04-01,S012,Bristol Care & Education Centre,South,VH0098,Car,1247,118.8,175.82,177.2,380,733.02
2025-04-01,S013,Reading Care & Education Centre,South,VH0127,Van,1192,140.2,207.5,227.45,450,884.95
2025-04-01,S013,Reading Care & Education Centre,South,VH0088,Minibus,967,113.8,168.42,201.02,520,889.44
2025-04-01,S013,Reading Care & Education Centre,South,VH0013,Minibus,778,91.5,135.42,183.97,380,699.39
2025-04-01,S013,Reading Care & Education Centre,South,VH0133,MPV,1787,170.2,251.9,249.57,320,821.47
2025-04-01,S013,Reading Care & Education Centre,South,VH0135,MPV,712,67.8,100.34,44.2,520,664.54
2025-04-01,S014,Southampton Care & Education Centre,South,VH0072,Minibus,1170,137.6,203.65,293.78,450,947.43
2025-04-01,S014,Southampton Care & Education Centre,South,VH0081,Van,1187,139.6,206.61,129.6,520,856.21
2025-04-01,S014,Southampton Care & Education Centre,South,VH0026,MPV,1018,97.0,143.56,176.23,380,699.79
2025-04-01,S014,Southampton Care & Education Centre,South,VH0089,Minibus,1071,126.0,186.48,72.46,450,708.94
2025-04-01,S014,Southampton Care & Education Centre,South,VH0073,Car,992,94.5,139.86,81.89,380,601.75
2025-04-01,S014,Southampton Care & Education Centre,South,VH0043,Minibus,1093,128.6,190.33,488.82,380,1059.15
2025-04-01,S014,Southampton Care & Education Centre,South,VH0031,Car,1141,108.7,160.88,124.92,380,665.8
2025-04-01,S015,Brighton Care & Education Centre,South,VH0131,Car,1280,121.9,180.41,188.62,520,889.03
2025-04-01,S015,Brighton Care & Education Centre,South,VH0044,Car,1155,110.0,162.8,198.55,450,811.35
2025-04-01,S015,Brighton Care & Education Centre,South,VH0008,MPV,1564,149.0,220.52,59.53,450,730.05
2025-04-01,S015,Brighton Care & Education Centre,South,VH0011,Van,1168,137.4,203.35,75.89,520,799.24
2025-04-01,S015,Brighton Care & Education Centre,South,VH0139,MPV,1188,113.1,167.39,76.51,520,763.9
2025-04-01,S015,Brighton Care & Education Centre,South,VH0138,Minibus,945,111.2,164.58,226.39,320,710.97
2025-04-01,S015,Brighton Care & Education Centre,South,VH0050,Car,1293,123.1,182.19,223.48,520,925.67
2025-04-01,S016,Cardiff Care & Education Centre,Wales,VH0127,Minibus,738,86.8,128.46,254.39,320,702.85
2025-04-01,S016,Cardiff Care & Education Centre,Wales,VH0068,MPV,872,83.0,122.84,49.32,320,492.15999999999997
2025-04-01,S016,Cardiff Care & Education Centre,Wales,VH0023,Minibus,995,117.1,173.31,225.32,380,778.63
2025-04-01,S016,Cardiff Care & Education Centre,Wales,VH0036,Minibus,1656,194.8,288.3,284.64,450,1022.94
2025-04-01,S016,Cardiff Care & Education Centre,Wales,VH0072,Van,705,82.9,122.69,104.82,320,547.51
2025-04-01,S016,Cardiff Care & Education Centre,Wales,VH0030,Minibus,1305,153.5,227.18,417.08,320,964.26
2025-04-01,S017,Swansea Care & Education Centre,Wales,VH0026,MPV,653,62.2,92.06,0.0,380,472.06
2025-04-01,S017,Swansea Care & Education Centre,Wales,VH0134,Van,1517,178.5,264.18,181.17,380,825.35
2025-04-01,S017,Swansea Care & Education Centre,Wales,VH0082,MPV,832,79.2,117.22,192.77,450,759.99
2025-04-01,S017,Swansea Care & Education Centre,Wales,VH0049,Van,391,46.0,68.08,150.27,380,598.35
2025-04-01,S017,Swansea Care & Education Centre,Wales,VH0010,Van,1131,133.1,196.99,223.94,380,800.9300000000001
2025-04-01,S017,Swansea Care & Education Centre,Wales,VH0003,Van,796,93.6,138.53,156.85,450,745.38
2025-04-01,S018,Newport Care & Education Centre,Wales,VH0051,Car,818,77.9,115.29,170.43,520,805.72
2025-04-01,S018,Newport Care & Education Centre,Wales,VH0023,Car,826,78.7,116.48,117.35,520,753.8299999999999
2025-04-01,S018,Newport Care & Education Centre,Wales,VH0133,MPV,801,76.3,112.92,202.09,380,695.01
2025-04-01,S018,Newport Care & Education Centre,Wales,VH0055,Car,1264,120.4,178.19,131.23,520,829.42
2025-04-01,S019,Wrexham Care & Education Centre,Wales,VH0098,MPV,1059,100.9,149.33,34.11,450,633.44
2025-04-01,S019,Wrexham Care & Education Centre,Wales,VH0061,MPV,975,92.9,137.49,145.98,450,733.47
2025-04-01,S019,Wrexham Care & Education Centre,Wales,VH0090,Van,1705,200.6,296.89,61.04,520,877.9300000000001
2025-04-01,S019,Wrexham Care & Education Centre,Wales,VH0124,Van,1416,166.6,246.57,229.75,450,926.3199999999999
2025-04-01,S019,Wrexham Care & Education Centre,Wales,VH0136,Van,1120,131.8,195.06,290.69,450,935.75
2025-04-01,S020,Bangor Care & Education Centre,Wales,VH0057,Van,1143,134.5,199.06,181.13,520,900.19
2025-04-01,S020,Bangor Care & Education Centre,Wales,VH0029,Minibus,1036,121.9,180.41,347.89,380,908.3
2025-04-01,S020,Bangor Care & Education Centre,Wales,VH0074,Van,1324,155.8,230.58,99.95,320,650.53
2025-05-01,S001,Preston Care & Education Centre,North,VH0119,Van,720,84.7,125.36,133.76,380,639.12
2025-05-01,S001,Preston Care & Education Centre,North,VH0082,Van,849,99.9,147.85,144.92,520,812.77
2025-05-01,S001,Preston Care & Education Centre,North,VH0030,Van,1359,159.9,236.65,113.42,380,730.0699999999999
2025-05-01,S001,Preston Care & Education Centre,North,VH0089,Car,1039,99.0,146.52,154.64,450,751.16
2025-05-01,S002,Manchester Care & Education Centre,North,VH0130,Minibus,1262,148.5,219.78,70.25,450,740.03
2025-05-01,S002,Manchester Care & Education Centre,North,VH0056,Van,898,105.6,156.29,166.9,520,843.19
2025-05-01,S002,Manchester Care & Education Centre,North,VH0105,Van,1350,158.8,235.02,110.65,520,865.6700000000001
2025-05-01,S002,Manchester Care & Education Centre,North,VH0016,Van,580,68.2,100.94,199.58,450,750.52
2025-05-01,S002,Manchester Care & Education Centre,North,VH0083,Car,891,84.9,125.65,54.83,450,630.48
2025-05-01,S003,Leeds Care & Education Centre,North,VH0057,MPV,893,85.0,125.8,135.24,380,641.04
2025-05-01,S003,Leeds Care & Education Centre,North,VH0087,MPV,898,85.5,126.54,0.0,320,446.54
2025-05-01,S003,Leeds Care & Education Centre,North,VH0012,Minibus,1274,149.9,221.85,351.99,380,953.84
2025-05-01,S003,Leeds Care & Education Centre,North,VH0079,Car,1212,115.4,170.79,58.99,320,549.78
2025-05-01,S003,Leeds Care & Education Centre,North,VH0115,Van,999,117.5,173.9,149.48,320,643.38
2025-05-01,S003,Leeds Care & Education Centre,North,VH0105,Minibus,1199,141.1,208.83,303.47,450,962.3000000000001
2025-05-01,S004,Newcastle Care & Education Centre,North,VH0017,MPV,866,82.5,122.1,156.56,520,798.66
2025-05-01,S004,Newcastle Care & Education Centre,North,VH0013,MPV,1164,110.9,164.13,266.47,450,880.6
2025-05-01,S004,Newcastle Care & Education Centre,North,VH0133,MPV,1226,116.8,172.86,213.12,450,835.98
2025-05-01,S004,Newcastle Care & Education Centre,North,VH0054,Minibus,1070,125.9,186.33,362.84,520,1069.17
2025-05-01,S004,Newcastle Care & Education Centre,North,VH0093,MPV,1152,109.7,162.36,81.11,380,623.47
2025-05-01,S004,Newcastle Care & Education Centre,North,VH0138,Car,1400,133.3,197.28,205.83,320,723.11
2025-05-01,S004,Newcastle Care & Education Centre,North,VH0051,Car,939,89.4,132.31,111.64,320,563.95
2025-05-01,S005,Sheffield Care & Education Centre,North,VH0102,MPV,1124,107.0,158.36,187.05,380,725.4100000000001
2025-05-01,S005,Sheffield Care & Education Centre,North,VH0125,Car,1099,104.7,154.96,174.9,450,779.86
2025-05-01,S005,Sheffield Care & Education Centre,North,VH0011,Car,1474,140.4,207.79,235.72,520,963.51
2025-05-01,S005,Sheffield Care & Education Centre,North,VH0041,Van,1097,129.1,191.07,225.3,380,796.37
2025-05-01,S005,Sheffield Care & Education Centre,North,VH0073,Minibus,791,93.1,137.79,281.83,320,739.62
2025-05-01,S005,Sheffield Care & Education Centre,North,VH0078,Car,1502,143.0,211.64,132.56,320,664.2
2025-05-01,S005,Sheffield Care & Education Centre,North,VH0007,Van,838,98.6,145.93,97.83,320,563.76
2025-05-01,S006,Birmingham Care & Education Centre,Midlands,VH0139,Van,777,91.4,135.27,87.22,380,602.49
2025-05-01,S006,Birmingham Care & Education Centre,Midlands,VH0039,Minibus,957,112.6,166.65,137.55,450,754.2
2025-05-01,S006,Birmingham Care & Education Centre,Midlands,VH0025,Van,1053,123.9,183.37,222.18,320,725.55
2025-05-01,S007,Nottingham Care & Education Centre,Midlands,VH0071,Van,823,96.8,143.26,271.54,520,934.8
2025-05-01,S007,Nottingham Care & Education Centre,Midlands,VH0118,Minibus,1177,138.5,204.98,332.45,520,1057.4299999999998
2025-05-01,S007,Nottingham Care & Education Centre,Midlands,VH0052,Car,885,84.3,124.76,218.36,380,723.12
2025-05-01,S007,Nottingham Care & Education Centre,Midlands,VH0026,Van,777,91.4,135.27,221.22,450,806.49
2025-05-01,S007,Nottingham Care & Education Centre,Midlands,VH0068,Van,1092,128.5,190.18,194.26,450,834.44
2025-05-01,S008,Leicester Care & Education Centre,Midlands,VH0130,Car,756,72.0,106.56,78.39,520,704.95
2025-05-01,S008,Leicester Care & Education Centre,Midlands,VH0063,MPV,1199,114.2,169.02,74.13,320,563.15
2025-05-01,S008,Leicester Care & Education Centre,Midlands,VH0098,Van,1165,137.1,202.91,40.63,380,623.54
2025-05-01,S008,Leicester Care & Education Centre,Midlands,VH0005,Van,1262,148.5,219.78,51.4,450,721.1800000000001
2025-05-01,S008,Leicester Care & Education Centre,Midlands,VH0128,Van,1188,139.8,206.9,200.05,320,726.95
2025-05-01,S008,Leicester Care & Education Centre,Midlands,VH0101,Minibus,875,102.9,152.29,296.56,450,898.85
2025-05-01,S008,Leicester Care & Education Centre,Midlands,VH0096,MPV,1115,106.2,157.18,106.89,320,584.0699999999999
2025-05-01,S009,Derby Care & Education Centre,Midlands,VH0044,MPV,797,75.9,112.33,0.0,320,432.33
2025-05-01,S009,Derby Care & Education Centre,Midlands,VH0054,MPV,1137,108.3,160.28,24.82,520,705.1
2025-05-01,S009,Derby Care & Education Centre,Midlands,VH0126,Van,1073,126.2,186.78,128.92,380,695.7
2025-05-01,S010,Coventry Care & Education Centre,Midlands,VH0127,Minibus,1219,143.4,212.23,225.84,450,888.0699999999999
2025-05-01,S010,Coventry Care & Education Centre,Midlands,VH0065,MPV,967,92.1,136.31,208.55,320,664.86
2025-05-01,S010,Coventry Care & Education Centre,Midlands,VH0106,Minibus,1133,133.3,197.28,275.29,520,992.57
2025-05-01,S011,London Care & Education Centre,South,VH0069,Van,1167,137.3,203.2,27.15,450,680.35
2025-05-01,S011,London Care & Education Centre,South,VH0054,MPV,1239,118.0,174.64,199.0,450,823.64
2025-05-01,S011,London Care & Education Centre,South,VH0126,Van,795,93.5,138.38,130.47,520,788.85
2025-05-01,S012,Bristol Care & Education Centre,South,VH0021,MPV,1040,99.0,146.52,139.24,320,605.76
2025-05-01,S012,Bristol Care & Education Centre,South,VH0027,MPV,1133,107.9,159.69,264.51,380,804.2
2025-05-01,S012,Bristol Care & Education Centre,South,VH0109,Van,1320,155.3,229.84,45.02,320,594.86
2025-05-01,S012,Bristol Care & Education Centre,South,VH0020,Car,1205,114.8,169.9,256.31,520,946.21
2025-05-01,S012,Bristol Care & Education Centre,South,VH0097,Van,1146,134.8,199.5,237.28,380,816.78
2025-05-01,S012,Bristol Care & Education Centre,South,VH0033,Van,1553,182.7,270.4,231.9,380,882.3
2025-05-01,S012,Bristol Care & Education Centre,South,VH0004,Van,1112,130.8,193.58,233.61,520,947.19
2025-05-01,S013,Reading Care & Education Centre,South,VH0076,Minibus,1086,127.8,189.14,251.91,450,891.05
2025-05-01,S013,Reading Care & Education Centre,South,VH0031,Minibus,962,113.2,167.54,375.07,450,992.61
2025-05-01,S013,Reading Care & Education Centre,South,VH0112,MPV,845,80.5,119.14,272.59,380,771.73
2025-05-01,S014,Southampton Care & Education Centre,South,VH0134,Van,1174,138.1,204.39,38.06,520,762.45
2025-05-01,S014,Southampton Care & Education Centre,South,VH0053,MPV,1141,108.7,160.88,0.0,450,610.88
2025-05-01,S014,Southampton Care & Education Centre,South,VH0096,MPV,1206,114.9,170.05,220.82,380,770.87
2025-05-01,S014,Southampton Care & Education Centre,South,VH0133,Van,901,106.0,156.88,159.88,320,636.76
2025-05-01,S014,Southampton Care & Education Centre,South,VH0065,Minibus,1538,180.9,267.73,209.54,520,997.27
2025-05-01,S015,Brighton Care & Education Centre,South,VH0039,Minibus,785,92.4,136.75,368.53,380,885.28
2025-05-01,S015,Brighton Care & Education Centre,South,VH0121,MPV,1540,146.7,217.12,150.3,320,687.4200000000001
2025-05-01,S015,Brighton Care & Education Centre,South,VH0018,Van,1302,153.2,226.74,257.32,450,934.06
2025-05-01,S015,Brighton Care & Education Centre,South,VH0002,Car,864,82.3,121.8,111.18,320,552.98
2025-05-01,S016,Cardiff Care & Education Centre,Wales,VH0120,MPV,1357,129.2,191.22,284.8,450,926.02
2025-05-01,S016,Cardiff Care & Education Centre,Wales,VH0041,Minibus,1190,140.0,207.2,179.61,520,906.81
2025-05-01,S016,Cardiff Care & Education Centre,Wales,VH0018,Minibus,1546,181.9,269.21,207.52,450,926.73
2025-05-01,S016,Cardiff Care & Education Centre,Wales,VH0090,Van,966,113.6,168.13,177.39,450,795.52
2025-05-01,S016,Cardiff Care & Education Centre,Wales,VH0058,MPV,1438,137.0,202.76,218.32,320,741.0799999999999
2025-05-01,S016,Cardiff Care & Education Centre,Wales,VH0089,MPV,1153,109.8,162.5,187.06,320,669.56
2025-05-01,S016,Cardiff Care & Education Centre,Wales,VH0004,MPV,1060,101.0,149.48,194.65,450,794.13
2025-05-01,S017,Swansea Care & Education Centre,Wales,VH0068,Van,417,49.1,72.67,126.27,450,648.94
2025-05-01,S017,Swansea Care & Education Centre,Wales,VH0027,Minibus,1110,130.6,193.29,157.92,520,871.21
2025-05-01,S017,Swansea Care & Education Centre,Wales,VH0033,MPV,1146,109.1,161.47,133.64,380,675.11
2025-05-01,S017,Swansea Care & Education Centre,Wales,VH0134,Car,1488,141.7,209.72,275.84,380,865.56
2025-05-01,S018,Newport Care & Education Centre,Wales,VH0024,Van,933,109.8,162.5,137.93,320,620.4300000000001
2025-05-01,S018,Newport Care & Education Centre,Wales,VH0038,Minibus,1031,121.3,179.52,213.87,320,713.39
2025-05-01,S018,Newport Care & Education Centre,Wales,VH0037,Car,1098,104.6,154.81,89.34,380,624.15
2025-05-01,S018,Newport Care & Education Centre,Wales,VH0043,Van,767,90.2,133.5,199.82,520,853.3199999999999
2025-05-01,S019,Wrexham Care & Education Centre,Wales,VH0084,Van,1207,142.0,210.16,85.65,520,815.81
2025-05-01,S019,Wrexham Care & Education Centre,Wales,VH0078,Van,1273,149.8,221.7,99.47,450,771.17
2025-05-01,S019,Wrexham Care & Education Centre,Wales,VH0129,Minibus,1113,130.9,193.73,315.63,450,959.36
2025-05-01,S019,Wrexham Care & Education Centre,Wales,VH0031,Car,1041,99.1,146.67,186.38,380,713.05
2025-05-01,S019,Wrexham Care & Education Centre,Wales,VH0062,MPV,920,87.6,129.65,134.28,450,713.9300000000001
2025-05-01,S019,Wrexham Care & Education Centre,Wales,VH0101,MPV,998,95.0,140.6,90.27,520,750.87
2025-05-01,S020,Bangor Care & Education Centre,Wales,VH0114,Car,1005,95.7,141.64,26.11,450,617.75
2025-05-01,S020,Bangor Care & Education Centre,Wales,VH0126,Van,927,109.1,161.47,127.21,450,738.6800000000001
2025-05-01,S020,Bangor Care & Education Centre,Wales,VH0065,Van,985,115.9,171.53,130.68,380,682.21
2025-05-01,S020,Bangor Care & Education Centre,Wales,VH0031,MPV,1034,98.5,145.78,188.36,520,854.14
2025-05-01,S020,Bangor Care & Education Centre,Wales,VH0112,Minibus,1268,149.2,220.82,198.02,380,798.84
2025-05-01,S020,Bangor Care & Education Centre,Wales,VH0090,Car,749,71.3,105.52,66.64,380,552.16
2025-05-01,S020,Bangor Care & Education Centre,Wales,VH0046,Van,928,109.2,161.62,121.85,450,733.47
2025-06-01,S001,Preston Care & Education Centre,North,VH0050,Car,857,81.6,120.77,46.31,450,617.0799999999999
2025-06-01,S001,Preston Care & Education Centre,North,VH0002,Car,935,89.0,131.72,164.51,450,746.23
