Month,SiteID,SiteName,Region,Revenue,Payroll,Procurement,Fleet,Agency,OtherOpex,BudgetOpex,ActualOpex,EBITDA,EBITDA_Margin
2025-08-01,S018,Newport Care & Education Centre,Wales,373852.38,178543.40333333332,62431.5,4208.84,1036,29499.75,286305.98,275719.4933333333,98132.88666666672,0.26249100424789784
2025-08-01,S019,Wrexham Care & Education Centre,Wales,390133.17,216867.69666666666,27935.010000000002,5471.839999999999,5978,21825.25,287967.86,278077.79666666663,112055.37333333335,0.28722339434335553
2025-08-01,S020,Bangor Care & Education Centre,Wales,293841.65,150903.89666666667,36461.310000000005,3008.45,3108,21916.07,211696.45,215397.72666666668,78443.92333333334,0.2669598517886533
2025-09-01,S001,Preston Care & Education Centre,North,323476.16,153550.13,44548.85,2953.79,4179,24970.1,237013.46,230201.87000000002,93274.28999999995,0.2883498122396406
2025-09-01,S002,Manchester Care & Education Centre,North,387244.95,206238.4,20673.0,2454.7200000000003,1372,22189.57,245642.23,252927.69,134317.26,0.3468534838220615
2025-09-01,S003,Leeds Care & Education Centre,North,356440.27,168697.87666666668,61718.13,2947.63,3906,29598.67,277216.94,266868.3066666667,89571.96333333332,0.25129585760142453
2025-09-01,S004,Newcastle Care & Education Centre,North,321482.12,176847.87666666668,21974.15,2587.3599999999997,9112,22863.17,238338.84,233384.55666666664,88097.56333333335,0.2740356550259571
2025-09-01,S005,Sheffield Care & Education Centre,North,293964.24,137272.30666666667,33069.43,4421.65,3682,20500.36,205949.99,198945.74666666664,95018.49333333335,0.3232314696962234
2025-09-01,S006,Birmingham Care & Education Centre,Midlands,463979.36,218644.36999999997,51897.02,5940.570000000001,5054,39205.64,319477.88,320741.6,143237.76,0.3087158014959976
2025-09-01,S007,Nottingham Care & Education Centre,Midlands,494509.72,226728.65,61427.24,1920.4,1960,33104.62,317500.88,325140.91000000003,169368.80999999994,0.34249844472217844
2025-09-01,S008,Leicester Care & Education Centre,Midlands,418490.76,205879.99,38039.93,2030.1399999999999,10885,31115.6,292063.02,287950.66,130540.10000000003,0.31193066245954876
2025-09-01,S009,Derby Care & Education Centre,Midlands,296630.33,93087.63333333333,92231.37,3590.01,9517,17825.0,210916.16,216251.01333333334,80379.31666666668,0.27097470668851253
2025-09-01,S010,Coventry Care & Education Centre,Midlands,305654.99,138908.58333333334,34836.979999999996,2352.48,6404,21752.51,207278.88,204254.55333333337,101400.43666666662,0.3317480165027459
2025-09-01,S011,London Care & Education Centre,South,395606.02,190268.53666666668,37169.52,3127.82,6139,32412.86,265966.48,269117.7366666667,126488.28333333333,0.3197329589002041
2025-09-01,S012,Bristol Care & Education Centre,South,348017.67,178859.22333333333,56995.490000000005,2927.98,667,24809.16,270626.35,264258.85333333333,83758.81666666665,0.24067403435769988
2025-09-01,S013,Reading Care & Education Centre,South,311261.9,190468.1433333333,8504.99,2802.55,10232,24440.64,245193.43,236448.3233333333,74813.57666666672,0.2403557154494871
2025-09-01,S014,Southampton Care & Education Centre,South,293279.43,128763.26999999999,34413.75,4251.55,7851,18373.34,196979.99,193652.90999999997,99626.52000000002,0.3396982870568182
2025-09-01,S015,Brighton Care & Education Centre,South,273243.29,130860.44333333333,42013.19,2884.16,6104,18197.56,207970.98,200059.35333333333,73183.93666666665,0.26783434157401137
2025-09-01,S016,Cardiff Care & Education Centre,Wales,292678.0,111358.83666666667,50393.399999999994,5364.93,3611,18950.9,190366.75,189679.06666666665,102998.93333333335,0.35191894619114983
2025-09-01,S017,Swansea Care & Education Centre,Wales,228295.44,115183.39000000001,10327.13,4701.18,6163,14383.29,155507.4,150757.99000000002,77537.44999999998,0.33963643776678143
2025-09-01,S018,Newport Care & Education Centre,Wales,300434.97,124620.18666666668,57976.52,2625.95,9944,18592.58,210434.57,213759.2366666667,86675.73333333328,0.28850081378120956
2025-09-01,S019,Wrexham Care & Education Centre,Wales,300146.23,125305.95999999999,69866.69,3250.37,7205,24799.58,234114.53,230427.59999999998,69718.63,0.2322822112408342
2025-09-01,S020,Bangor Care & Education Centre,Wales,494798.8,146147.88999999998,148037.24,4375.15,6630,28755.29,322434.43,333945.57,160853.22999999998,0.32508815704484323
2025-10-01,S001,Preston Care & Education Centre,North,492289.89,186629.22,99969.95999999999,4491.26,966,33582.17,325772.94,325638.61,166651.28000000003,0.3385226537965263
2025-10-01,S002,Manchester Care & Education Centre,North,354514.41,195602.96000000002,14961.850000000002,5745.290000000001,6819,20210.45,241879.21,243339.55000000005,111174.85999999993,0.3135975770350208
2025-10-01,S003,Leeds Care & Education Centre,North,352965.0,155027.7,44669.92,4055.8300000000004,1817,22365.85,223457.69,227936.3,125028.70000000001,0.3542240732083918
2025-10-01,S004,Newcastle Care & Education Centre,North,506440.4,192555.58000000002,112729.45000000001,4482.81,759,33315.64,337292.63,343842.48000000004,162597.91999999998,0.32106032615091523
2025-10-01,S005,Sheffield Care & Education Centre,North,232044.42,102216.16666666669,43005.72,5534.61,7696,16464.04,179386.69,174916.53666666668,57127.88333333333,0.24619373882523582
2025-10-01,S006,Birmingham Care & Education Centre,Midlands,350239.15,131340.71666666667,65997.33,2472.7200000000003,7759,26496.65,233600.37,234066.4166666667,116172.73333333334,0.33169545247392623
2025-10-01,S007,Nottingham Care & Education Centre,Midlands,501498.83,175551.41666666666,122616.94,3948.21,7972,34357.73,352279.78,344446.2966666667,157052.53333333333,0.31316630057408773
2025-10-01,S008,Leicester Care & Education Centre,Midlands,456867.48,240235.20333333334,59693.57999999999,2501.52,6487,33924.06,346980.44,342841.36333333334,114026.11666666664,0.24958247557183683
2025-10-01,S009,Derby Care & Education Centre,Midlands,358686.17,112685.38333333335,85307.99,3750.8,9771,27540.21,235622.52,239055.38333333333,119630.78666666665,0.33352494930782156
2025-10-01,S010,Coventry Care & Education Centre,Midlands,538091.89,218275.32666666666,107219.93,2402.92,3483,31585.99,364030.83,362967.1666666666,175124.7233333334,0.3254550506853641
2025-10-01,S011,London Care & Education Centre,South,362264.79,165125.1333333333,42672.23000000001,2349.0,1792,25494.3,232787.66,237432.6633333333,124832.12666666668,0.3445880751112099
2025-10-01,S012,Bristol Care & Education Centre,South,282218.82,126934.61666666667,44559.44,1966.8600000000001,3424,18790.1,197586.35,195675.01666666666,86543.80333333334,0.3066549684154067
2025-10-01,S013,Reading Care & Education Centre,South,355315.27,132980.50666666668,75875.61,4007.4199999999996,8323,30075.72,251818.93,251262.2566666667,104053.0133333333,0.292847006922425
2025-10-01,S014,Southampton Care & Education Centre,South,341157.63,145117.88666666666,52232.520000000004,3775.93,4436,27819.35,238316.95,233381.68666666668,107775.94333333333,0.3159124517699731
2025-10-01,S015,Brighton Care & Education Centre,South,447332.46,171539.93666666665,93545.16999999998,5308.86,7161,28710.8,318155.83,306265.7666666666,141066.69333333342,0.31535089882217227
2025-10-01,S016,Cardiff Care & Education Centre,Wales,516766.86,238757.37,80015.4,2449.31,5859,39321.99,376296.26,366403.07,150363.78999999998,0.29097026461797487
2025-10-01,S017,Swansea Care & Education Centre,Wales,312681.84,148368.19999999998,55854.229999999996,3122.25,4176,25074.7,240021.73,236595.38,76086.46000000002,0.2433350782379943
2025-10-01,S018,Newport Care & Education Centre,Wales,594924.5,220063.39999999997,167020.63,3199.0699999999997,1495,36871.36,439287.64,428649.45999999996,166275.04000000004,0.2794893133498453
2025-10-01,S019,Wrexham Care & Education Centre,Wales,259428.88,92927.55333333334,50787.520000000004,4999.2,5460,21946.35,176690.51,176120.62333333338,83308.25666666662,0.32112175277735705
2025-10-01,S020,Bangor Care & Education Centre,Wales,435525.58,172362.37,70864.0,3706.08,7739,33236.78,280423.3,287908.23,147617.35000000003,0.3389407115880542
2025-11-01,S001,Preston Care & Education Centre,North,257891.78,129763.00666666665,32972.11,3330.2200000000003,7518,15760.3,190203.21,189343.63666666663,68548.14333333337,0.26580197063021305
2025-11-01,S002,Manchester Care & Education Centre,North,288091.18,164773.5166666667,11539.42,4239.05,10095,19730.19,210738.41,210377.1766666667,77714.0033333333,0.26975488570435685
2025-11-01,S003,Leeds Care & Education Centre,North,259756.58,120788.45666666665,43645.61,4284.04,2814,20461.15,186632.0,191993.25666666665,67763.32333333333,0.26087240343760815
2025-11-01,S004,Newcastle Care & Education Centre,North,365699.75,179514.87,58785.83,4310.79,4410,27201.53,275313.45,274223.02,91476.72999999998,0.25014162574625765
2025-11-01,S005,Sheffield Care & Education Centre,North,273609.92,139893.47333333336,39467.67,4103.209999999999,4181,22599.77,204477.95,210245.12333333335,63364.79666666663,0.23158808228395605
2025-11-01,S006,Birmingham Care & Education Centre,Midlands,413120.06,152501.15,83374.13,5080.88,3780,25325.38,262983.82,270061.54,143058.52000000002,0.3462880016041826
2025-11-01,S007,Nottingham Care & Education Centre,Midlands,298464.86,140721.6666666667,27445.87,2800.53,6260,24690.39,205338.0,201918.45666666667,96546.40333333332,0.32347661742602907
2025-11-01,S008,Leicester Care & Education Centre,Midlands,507316.0,223789.86333333334,87670.09,4106.83,1426,31130.3,338256.04,348123.0833333334,159192.91666666663,0.3137943937637816
2025-11-01,S009,Derby Care & Education Centre,Midlands,249860.84,98377.88333333333,63831.68000000001,3097.2300000000005,5586,14619.16,180838.75,185511.95333333337,64348.88666666663,0.2575389031217002
2025-11-01,S010,Coventry Care & Education Centre,Midlands,162893.88,57416.863333333335,42642.130000000005,3315.08,5407,8969.49,113634.29,117750.56333333335,45143.31666666665,0.27713328865803094
2025-11-01,S011,London Care & Education Centre,South,314994.43,124440.89666666667,60982.59999999999,2852.4300000000003,9716,21683.99,217556.53,219675.91666666663,95318.51333333337,0.3026038058302598
2025-11-01,S012,Bristol Care & Education Centre,South,341022.04,171846.6666666667,52263.2,3068.08,6042,19061.09,259168.81,252281.03666666668,88741.0033333333,0.2602207274736064
2025-11-01,S013,Reading Care & Education Centre,South,548461.3,214484.99333333335,114574.05,2410.16,8946,44444.6,397777.25,384859.8033333333,163601.49666666676,0.2982917785934336
2025-11-01,S014,Southampton Care & Education Centre,South,403353.61,227453.71666666667,9145.47,4522.990000000001,5922,30834.76,269469.27,277878.93666666665,125474.67333333334,0.31107859263571075
2025-11-01,S015,Brighton Care & Education Centre,South,357389.1,199007.83000000002,18744.09,2290.21,3621,28424.9,245823.16,252088.03,105301.06999999998,0.2946398477177955
2025-11-01,S016,Cardiff Care & Education Centre,Wales,268721.96,122396.16,46019.38,1768.3700000000001,2783,15528.96,181886.63,188495.87,80226.09000000003,0.29854683256999176
2025-11-01,S017,Swansea Care & Education Centre,Wales,286152.52,107851.27333333333,54896.7,5283.75,5856,23445.11,194007.59,197332.8333333333,88819.6866666667,0.31039281662334023
2025-11-01,S018,Newport Care & Education Centre,Wales,368262.52,208078.84333333332,20516.27,4900.16,6225,22949.77,271987.59,262670.04333333333,105592.47666666668,0.2867315323499841
2025-11-01,S019,Wrexham Care & Education Centre,Wales,163126.84,71158.91,20832.829999999998,4558.6,4821,12667.37,116649.46,114038.71,49088.12999999999,0.30092000801339613
2025-11-01,S020,Bangor Care & Education Centre,Wales,350962.84,176811.66666666666,45620.78,3858.76,3906,27547.48,263238.45,257744.68666666668,93218.15333333335,0.26560690394838765
2025-12-01,S001,Preston Care & Education Centre,North,437725.53,170746.22333333336,91697.96999999999,2882.6499999999996,8493,25890.41,295271.23,299710.25333333336,138015.27666666667,0.3153009527835095
2025-12-01,S002,Manchester Care & Education Centre,North,457079.4,194777.06,83436.84,4420.8,10301,38610.99,326676.73,331546.69,125532.71000000002,0.27464092671864015
2025-12-01,S003,Leeds Care & Education Centre,North,234338.98,118583.33,18907.620000000003,3050.7,2996,13575.2,150874.21,157112.85000000003,77226.12999999998,0.32954880148407223
2025-12-01,S004,Newcastle Care & Education Centre,North,432460.48,237322.64,17764.690000000002,2935.93,4392,36688.89,298076.29,299104.15,133356.32999999996,0.3083665124730009
2025-12-01,S005,Sheffield Care & Education Centre,North,312770.6,112682.69666666666,70955.38,2559.72,3024,25797.31,206478.69,215019.10666666666,97751.49333333332,0.3125341490962812
2025-12-01,S006,Birmingham Care & Education Centre,Midlands,511098.99,196879.93,99707.76,4434.24,4899,32387.54,333691.88,338308.47,172790.52000000002,0.3380764262515957
2025-12-01,S007,Nottingham Care & Education Centre,Midlands,557994.17,273922.31333333335,56424.200000000004,2601.34,5150,37037.24,385161.44,375135.0933333334,182859.07666666666,0.32770786237187144
2025-12-01,S008,Leicester Care & Education Centre,Midlands,409856.6,185563.97333333333,73513.70999999999,4968.86,2184,33644.38,288985.32,299874.92333333334,109981.67666666664,0.2683418460668113
2025-12-01,S009,Derby Care & Education Centre,Midlands,510462.64,208781.9433333333,101284.85,4664.200000000001,11054,41810.26,364358.48,367595.25333333336,142867.38666666666,0.27987824273812995
2025-12-01,S010,Coventry Care & Education Centre,Midlands,304088.18,129173.84333333332,63357.74,3356.4700000000003,3836,17398.34,224156.93,217122.3933333333,86965.78666666668,0.2859887111253936
2025-12-01,S011,London Care & Education Centre,South,363877.9,182159.54333333333,47370.59999999999,2238.5299999999997,2070,24062.9,265483.96,257901.5733333333,105976.32666666672,0.29124144848221534
2025-12-01,S012,Bristol Care & Education Centre,South,377068.21,169247.3666666667,48193.56999999999,4706.959999999999,7573,28703.33,266524.46,258424.22666666668,118643.98333333334,0.3146485972215301
2025-12-01,S013,Reading Care & Education Centre,South,650243.61,173498.34666666668,195894.15999999997,4468.7,7625,55012.85,419094.47,436499.05666666664,213744.55333333334,0.32871457719258995
2025-12-01,S014,Southampton Care & Education Centre,South,479140.44,180517.68,113788.21000000002,3233.9399999999996,7510,31008.98,333338.7,336058.81,143081.63,0.29862148559199053
2025-12-01,S015,Brighton Care & Education Centre,South,320626.61,141109.75,41498.11,3877.01,5410,26448.24,214305.76,218343.11,102283.5,0.3190112636003606
2025-12-01,S016,Cardiff Care & Education Centre,Wales,278781.36,145261.53,15569.31,3806.9500000000003,7766,15683.89,189820.73,188087.68,90693.68,0.3253218938310653
2025-12-01,S017,Swansea Care & Education Centre,Wales,389870.99,153837.05333333332,87386.69,4702.22,5739,28012.6,272845.54,279677.5633333333,110193.4266666667,0.28264074397191413
2025-12-01,S018,Newport Care & Education Centre,Wales,319157.36,109024.68000000001,80733.54000000001,3255.8200000000006,11140,19490.64,224610.13,223644.68000000005,95512.67999999993,0.2992651649957248
2025-12-01,S019,Wrexham Care & Education Centre,Wales,411712.42,138868.65666666668,118854.20000000001,4628.17,2921,31606.53,298412.87,296878.55666666664,114833.86333333334,0.2789176564878304
2025-12-01,S020,Bangor Care & Education Centre,Wales,308061.88,102978.72666666668,86456.91,3087.4700000000003,5026,20533.07,217368.84,218082.1766666667,89979.70333333331,0.292083211766848
