Month,SiteID,SiteName,Region,Role,FTE,AnnualSalary,OvertimeHours,OvertimeCost,AbsenceDays,BasePayroll,TotalPayroll
2025-03-01,S004,Newcastle Care & Education Centre,North,Registered Nurse,9.6,41000,43.7,1148.53,5.4,32800.0,33948.53
2025-03-01,S004,Newcastle Care & Education Centre,North,Administrator,6.5,27000,25.0,432.69,3.2,14625.0,15057.69
2025-03-01,S004,Newcastle Care & Education Centre,North,Driver,10.3,28000,47.5,852.56,4.9,24033.333333333332,24885.893333333333
2025-03-01,S005,Sheffield Care & Education Centre,North,Team Leader,19.6,35000,119.4,2678.85,10.6,57166.666666666664,59845.51666666666
2025-03-01,S005,Sheffield Care & Education Centre,North,Administrator,11.5,27000,61.1,1057.5,4.8,25875.0,26932.5
2025-03-01,S005,Sheffield Care & Education Centre,North,Manager,9.0,43000,34.9,961.99,4.2,32250.0,33211.99
2025-03-01,S005,Sheffield Care & Education Centre,North,Support Worker,7.3,25000,18.2,291.67,4.0,15208.333333333334,15500.003333333334
2025-03-01,S005,Sheffield Care & Education Centre,North,Registered Nurse,11.1,41000,35.4,930.38,6.2,37925.0,38855.38
2025-03-01,S005,Sheffield Care & Education Centre,North,Senior Support Worker,16.6,29000,39.8,739.87,10.0,40116.66666666667,40856.536666666674
2025-03-01,S006,Birmingham Care & Education Centre,Midlands,Driver,19.9,28000,52.8,947.69,10.2,46433.333333333336,47381.02333333334
2025-03-01,S006,Birmingham Care & Education Centre,Midlands,Support Worker,9.5,25000,49.3,790.06,4.2,19791.666666666668,20581.72666666667
2025-03-01,S006,Birmingham Care & Education Centre,Midlands,Team Leader,19.4,35000,102.4,2297.44,8.5,56583.333333333336,58880.77333333334
2025-03-01,S006,Birmingham Care & Education Centre,Midlands,Registered Nurse,15.9,41000,98.2,2580.9,8.0,54325.0,56905.9
2025-03-01,S006,Birmingham Care & Education Centre,Midlands,Manager,4.5,43000,14.0,385.9,2.0,16125.0,16510.9
2025-03-01,S006,Birmingham Care & Education Centre,Midlands,Senior Support Worker,7.3,29000,38.1,708.27,3.1,17641.666666666668,18349.93666666667
2025-03-01,S007,Nottingham Care & Education Centre,Midlands,Support Worker,9.5,25000,27.3,437.5,4.5,19791.666666666668,20229.166666666668
2025-03-01,S007,Nottingham Care & Education Centre,Midlands,Senior Support Worker,8.7,29000,19.4,360.64,6.2,21024.999999999996,21385.639999999996
2025-03-01,S007,Nottingham Care & Education Centre,Midlands,Driver,13.3,28000,41.9,752.05,7.5,31033.333333333332,31785.38333333333
2025-03-01,S007,Nottingham Care & Education Centre,Midlands,Team Leader,11.0,35000,47.5,1065.71,4.5,32083.333333333332,33149.043333333335
2025-03-01,S008,Leicester Care & Education Centre,Midlands,Registered Nurse,10.0,41000,39.9,1048.65,5.8,34166.666666666664,35215.316666666666
2025-03-01,S008,Leicester Care & Education Centre,Midlands,Manager,3.2,43000,11.9,328.01,2.8,11466.666666666666,11794.676666666666
2025-03-01,S008,Leicester Care & Education Centre,Midlands,Team Leader,5.2,35000,28.8,646.15,3.5,15166.666666666666,15812.816666666666
2025-03-01,S008,Leicester Care & Education Centre,Midlands,Senior Support Worker,17.7,29000,58.6,1089.36,7.8,42775.0,43864.36
2025-03-01,S008,Leicester Care & Education Centre,Midlands,Driver,16.3,28000,50.2,901.03,8.3,38033.333333333336,38934.363333333335
2025-03-01,S009,Derby Care & Education Centre,Midlands,Team Leader,14.9,35000,71.8,1610.9,5.3,43458.333333333336,45069.23333333334
2025-03-01,S009,Derby Care & Education Centre,Midlands,Support Worker,9.6,25000,38.3,613.78,5.0,20000.0,20613.78
2025-03-01,S009,Derby Care & Education Centre,Midlands,Manager,18.7,43000,67.0,1846.79,10.6,67008.33333333333,68855.12333333332
2025-03-01,S009,Derby Care & Education Centre,Midlands,Senior Support Worker,14.1,29000,65.3,1213.91,8.4,34075.0,35288.91
2025-03-01,S009,Derby Care & Education Centre,Midlands,Driver,3.8,28000,14.0,251.28,2.8,8866.666666666666,9117.946666666667
2025-03-01,S009,Derby Care & Education Centre,Midlands,Registered Nurse,13.0,41000,83.9,2205.06,7.8,44416.666666666664,46621.72666666666
2025-03-01,S010,Coventry Care & Education Centre,Midlands,Manager,3.7,43000,8.7,239.81,1.6,13258.333333333334,13498.143333333333
2025-03-01,S010,Coventry Care & Education Centre,Midlands,Team Leader,13.2,35000,46.0,1032.05,7.1,38500.0,39532.05
2025-03-01,S010,Coventry Care & Education Centre,Midlands,Senior Support Worker,10.3,29000,51.8,962.95,4.3,24891.666666666668,25854.61666666667
2025-03-01,S010,Coventry Care & Education Centre,Midlands,Administrator,14.7,27000,60.3,1043.65,5.3,33075.0,34118.65
2025-03-01,S010,Coventry Care & Education Centre,Midlands,Driver,19.5,28000,120.2,2157.44,9.2,45500.0,47657.44
2025-03-01,S010,Coventry Care & Education Centre,Midlands,Support Worker,4.3,25000,17.6,282.05,1.8,8958.333333333334,9240.383333333333
2025-03-01,S011,London Care & Education Centre,South,Team Leader,16.7,35000,95.5,2142.63,5.5,48708.333333333336,50850.96333333333
2025-03-01,S011,London Care & Education Centre,South,Senior Support Worker,18.4,29000,73.1,1358.91,9.1,44466.666666666664,45825.57666666667
2025-03-01,S011,London Care & Education Centre,South,Support Worker,16.1,25000,53.4,855.77,9.8,33541.66666666667,34397.43666666667
2025-03-01,S011,London Care & Education Centre,South,Driver,3.7,28000,9.9,177.69,2.6,8633.333333333334,8811.023333333334
2025-03-01,S011,London Care & Education Centre,South,Registered Nurse,6.1,41000,27.7,728.01,4.3,20841.666666666664,21569.676666666663
2025-03-01,S012,Bristol Care & Education Centre,South,Driver,15.1,28000,45.3,813.08,6.8,35233.333333333336,36046.41333333334
2025-03-01,S012,Bristol Care & Education Centre,South,Administrator,16.7,27000,94.3,1632.12,8.8,37575.0,39207.12
2025-03-01,S012,Bristol Care & Education Centre,South,Manager,19.1,43000,32.1,884.81,9.0,68441.66666666667,69326.47666666667
2025-03-01,S012,Bristol Care & Education Centre,South,Team Leader,5.0,35000,22.9,513.78,3.3,14583.333333333334,15097.113333333335
2025-03-01,S012,Bristol Care & Education Centre,South,Support Worker,5.8,25000,17.3,277.24,0.0,12083.333333333334,12360.573333333334
2025-03-01,S013,Reading Care & Education Centre,South,Administrator,10.4,27000,49.8,861.92,4.0,23400.0,24261.92
2025-03-01,S013,Reading Care & Education Centre,South,Manager,9.2,43000,9.0,248.08,1.8,32966.666666666664,33214.746666666666
2025-03-01,S013,Reading Care & Education Centre,South,Driver,14.9,28000,77.8,1396.41,7.6,34766.666666666664,36163.07666666667
2025-03-01,S013,Reading Care & Education Centre,South,Support Worker,3.3,25000,12.1,193.91,3.0,6875.0,7068.91
2025-03-01,S014,Southampton Care & Education Centre,South,Administrator,3.6,27000,17.8,308.08,3.4,8100.0,8408.08
2025-03-01,S014,Southampton Care & Education Centre,South,Registered Nurse,10.4,41000,19.9,523.01,5.2,35533.333333333336,36056.34333333334
2025-03-01,S014,Southampton Care & Education Centre,South,Manager,14.9,43000,23.5,647.76,7.2,53391.666666666664,54039.426666666666
2025-03-01,S014,Southampton Care & Education Centre,South,Support Worker,4.1,25000,14.9,238.78,2.7,8541.666666666666,8780.446666666667
2025-03-01,S014,Southampton Care & Education Centre,South,Senior Support Worker,4.5,29000,18.3,340.19,2.9,10875.0,11215.19
2025-03-01,S014,Southampton Care & Education Centre,South,Driver,17.9,28000,90.5,1624.36,11.1,41766.666666666664,43391.026666666665
2025-03-01,S015,Brighton Care & Education Centre,South,Registered Nurse,3.4,41000,12.0,315.38,0.8,11616.666666666666,11932.046666666665
2025-03-01,S015,Brighton Care & Education Centre,South,Team Leader,4.5,35000,19.7,441.99,1.4,13125.0,13566.99
2025-03-01,S015,Brighton Care & Education Centre,South,Administrator,6.2,27000,38.6,668.08,2.8,13950.0,14618.08
2025-03-01,S015,Brighton Care & Education Centre,South,Senior Support Worker,6.3,29000,19.9,369.94,2.7,15225.0,15594.94
2025-03-01,S015,Brighton Care & Education Centre,South,Support Worker,14.2,25000,72.1,1155.45,6.9,29583.333333333332,30738.783333333333
2025-03-01,S015,Brighton Care & Education Centre,South,Driver,12.3,28000,37.4,671.28,7.8,28700.0,29371.28
2025-03-01,S016,Cardiff Care & Education Centre,Wales,Registered Nurse,5.0,41000,13.6,357.44,2.5,17083.333333333332,17440.77333333333
2025-03-01,S016,Cardiff Care & Education Centre,Wales,Team Leader,3.7,35000,18.4,412.82,0.2,10791.666666666666,11204.486666666666
2025-03-01,S016,Cardiff Care & Education Centre,Wales,Support Worker,6.4,25000,30.2,483.97,2.1,13333.333333333334,13817.303333333333
2025-03-01,S016,Cardiff Care & Education Centre,Wales,Senior Support Worker,8.1,29000,42.4,788.21,3.1,19575.0,20363.21
2025-03-01,S016,Cardiff Care & Education Centre,Wales,Driver,15.7,28000,79.1,1419.74,9.0,36633.333333333336,38053.073333333334
2025-03-01,S016,Cardiff Care & Education Centre,Wales,Administrator,9.6,27000,50.8,879.23,5.1,21600.0,22479.23
2025-03-01,S017,Swansea Care & Education Centre,Wales,Support Worker,14.3,25000,52.2,836.54,6.6,29791.666666666668,30628.20666666667
2025-03-01,S017,Swansea Care & Education Centre,Wales,Manager,13.0,43000,80.7,2224.42,5.8,46583.333333333336,48807.753333333334
2025-03-01,S017,Swansea Care & Education Centre,Wales,Driver,3.2,28000,7.8,140.0,2.3,7466.666666666667,7606.666666666667
2025-03-01,S017,Swansea Care & Education Centre,Wales,Administrator,18.0,27000,50.5,874.04,8.0,40500.0,41374.04
2025-03-01,S017,Swansea Care & Education Centre,Wales,Registered Nurse,5.3,41000,9.7,254.94,2.2,18108.333333333332,18363.27333333333
2025-03-01,S018,Newport Care & Education Centre,Wales,Driver,14.3,28000,55.4,994.36,7.4,33366.666666666664,34361.026666666665
2025-03-01,S018,Newport Care & Education Centre,Wales,Team Leader,11.1,35000,60.2,1350.64,6.1,32375.0,33725.64
2025-03-01,S018,Newport Care & Education Centre,Wales,Senior Support Worker,6.6,29000,24.5,455.45,3.1,15950.0,16405.45
2025-03-01,S018,Newport Care & Education Centre,Wales,Manager,5.9,43000,28.1,774.55,4.2,21141.666666666668,21916.216666666667
2025-03-01,S019,Wrexham Care & Education Centre,Wales,Administrator,17.6,27000,73.7,1275.58,8.3,39600.00000000001,40875.58000000001
2025-03-01,S019,Wrexham Care & Education Centre,Wales,Driver,5.5,28000,13.8,247.69,1.3,12833.333333333334,13081.023333333334
2025-03-01,S019,Wrexham Care & Education Centre,Wales,Manager,15.9,43000,79.5,2191.35,8.5,56975.0,59166.35
2025-03-01,S019,Wrexham Care & Education Centre,Wales,Support Worker,11.1,25000,54.0,865.38,5.4,23125.0,23990.38
2025-03-01,S019,Wrexham Care & Education Centre,Wales,Team Leader,19.8,35000,121.0,2714.74,9.4,57750.0,60464.74
2025-03-01,S019,Wrexham Care & Education Centre,Wales,Registered Nurse,4.2,41000,22.8,599.23,2.1,14350.0,14949.23
2025-03-01,S020,Bangor Care & Education Centre,Wales,Senior Support Worker,18.9,29000,58.4,1085.64,10.0,45675.0,46760.64
2025-03-01,S020,Bangor Care & Education Centre,Wales,Administrator,17.1,27000,78.9,1365.58,8.9,38475.00000000001,39840.58000000001
2025-03-01,S020,Bangor Care & Education Centre,Wales,Team Leader,9.9,35000,40.8,915.38,4.9,28875.0,29790.38
2025-03-01,S020,Bangor Care & Education Centre,Wales,Registered Nurse,15.8,41000,119.8,3148.59,9.1,53983.333333333336,57131.92333333334
2025-04-01,S001,Preston Care & Education Centre,North,Driver,6.3,28000,32.0,574.36,3.3,14700.0,15274.36
2025-04-01,S001,Preston Care & Education Centre,North,Registered Nurse,15.4,41000,84.9,2231.35,8.2,52616.666666666664,54848.01666666666
2025-04-01,S001,Preston Care & Education Centre,North,Team Leader,9.4,35000,38.0,852.56,4.4,27416.666666666668,28269.22666666667
2025-04-01,S001,Preston Care & Education Centre,North,Support Worker,10.6,25000,41.1,658.65,2.1,22083.333333333332,22741.983333333334
2025-04-01,S002,Manchester Care & Education Centre,North,Administrator,14.0,27000,60.4,1045.38,6.5,31500.0,32545.38
2025-04-01,S002,Manchester Care & Education Centre,North,Senior Support Worker,15.8,29000,100.9,1875.71,7.9,38183.333333333336,40059.043333333335
2025-04-01,S002,Manchester Care & Education Centre,North,Team Leader,5.7,35000,12.6,282.69,2.8,16625.0,16907.69
2025-04-01,S002,Manchester Care & Education Centre,North,Manager,13.2,43000,32.1,884.81,7.1,47300.0,48184.81
2025-04-01,S003,Leeds Care & Education Centre,North,Team Leader,4.1,35000,18.2,408.33,3.0,11958.333333333334,12366.663333333334
2025-04-01,S003,Leeds Care & Education Centre,North,Support Worker,4.4,25000,12.4,198.72,2.2,9166.666666666668,9365.386666666667
2025-04-01,S003,Leeds Care & Education Centre,North,Driver,18.2,28000,35.5,637.18,9.8,42466.666666666664,43103.846666666665
2025-04-01,S003,Leeds Care & Education Centre,North,Administrator,5.5,27000,26.3,455.19,3.2,12375.0,12830.19
2025-04-01,S003,Leeds Care & Education Centre,North,Senior Support Worker,13.9,29000,55.6,1033.59,7.4,33591.666666666664,34625.25666666666
2025-04-01,S004,Newcastle Care & Education Centre,North,Registered Nurse,16.7,41000,107.0,2812.18,8.1,57058.333333333336,59870.513333333336
2025-04-01,S004,Newcastle Care & Education Centre,North,Team Leader,18.6,35000,78.3,1756.73,8.2,54250.0,56006.73
2025-04-01,S004,Newcastle Care & Education Centre,North,Driver,8.2,28000,22.1,396.67,4.2,19133.333333333332,19530.00333333333
2025-04-01,S004,Newcastle Care & Education Centre,North,Administrator,12.1,27000,68.4,1183.85,5.8,27225.0,28408.85
2025-04-01,S004,Newcastle Care & Education Centre,North,Manager,8.6,43000,31.4,865.51,3.9,30816.666666666668,31682.176666666666
2025-04-01,S005,Sheffield Care & Education Centre,North,Driver,15.9,28000,50.8,911.79,8.2,37100.0,38011.79
2025-04-01,S005,Sheffield Care & Education Centre,North,Team Leader,17.3,35000,30.3,679.81,9.9,50458.333333333336,51138.14333333333
2025-04-01,S005,Sheffield Care & Education Centre,North,Manager,13.0,43000,39.0,1075.0,7.2,46583.333333333336,47658.333333333336
2025-04-01,S005,Sheffield Care & Education Centre,North,Administrator,12.5,27000,26.2,453.46,6.9,28125.0,28578.46
2025-04-01,S005,Sheffield Care & Education Centre,North,Senior Support Worker,14.6,29000,73.1,1358.91,7.7,35283.333333333336,36642.24333333334
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,Administrator,14.8,27000,37.1,642.12,7.6,33300.0,33942.12
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,Manager,19.6,43000,43.6,1201.79,9.5,70233.33333333334,71435.12333333334
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,Senior Support Worker,12.1,29000,67.1,1247.37,6.8,29241.666666666668,30489.036666666667
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,Team Leader,13.5,35000,54.3,1218.27,5.8,39375.0,40593.27
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,Driver,4.1,28000,20.4,366.15,2.1,9566.666666666666,9932.816666666666
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,Support Worker,13.7,25000,7.1,113.78,7.6,28541.666666666668,28655.446666666667
2025-04-01,S007,Nottingham Care & Education Centre,Midlands,Driver,18.8,28000,74.5,1337.18,10.6,43866.666666666664,45203.846666666665
2025-04-01,S007,Nottingham Care & Education Centre,Midlands,Registered Nurse,8.5,41000,20.0,525.64,1.1,29041.666666666668,29567.306666666667
2025-04-01,S007,Nottingham Care & Education Centre,Midlands,Manager,7.1,43000,31.4,865.51,3.8,25441.666666666668,26307.176666666666
2025-04-01,S007,Nottingham Care & Education Centre,Midlands,Senior Support Worker,6.3,29000,9.2,171.03,2.2,15225.0,15396.03
2025-04-01,S007,Nottingham Care & Education Centre,Midlands,Team Leader,19.5,35000,158.6,3558.33,9.4,56875.0,60433.33
2025-04-01,S008,Leicester Care & Education Centre,Midlands,Driver,7.7,28000,39.2,703.59,3.2,17966.666666666668,18670.256666666668
2025-04-01,S008,Leicester Care & Education Centre,Midlands,Registered Nurse,13.2,41000,11.4,299.62,6.4,45100.0,45399.62
2025-04-01,S008,Leicester Care & Education Centre,Midlands,Manager,14.4,43000,51.9,1430.58,6.8,51600.0,53030.58
2025-04-01,S008,Leicester Care & Education Centre,Midlands,Team Leader,6.2,35000,23.7,531.73,3.4,18083.333333333332,18615.06333333333
2025-04-01,S009,Derby Care & Education Centre,Midlands,Driver,15.1,28000,57.0,1023.08,6.3,35233.333333333336,36256.41333333334
2025-04-01,S009,Derby Care & Education Centre,Midlands,Senior Support Worker,12.4,29000,58.6,1089.36,4.3,29966.666666666668,31056.02666666667
2025-04-01,S009,Derby Care & Education Centre,Midlands,Registered Nurse,6.5,41000,6.0,157.69,4.0,22208.333333333332,22366.02333333333
2025-04-01,S009,Derby Care & Education Centre,Midlands,Administrator,10.9,27000,51.9,898.27,5.4,24525.0,25423.27
2025-04-01,S009,Derby Care & Education Centre,Midlands,Manager,11.8,43000,22.5,620.19,5.2,42283.333333333336,42903.52333333334
2025-04-01,S009,Derby Care & Education Centre,Midlands,Team Leader,5.0,35000,18.0,403.85,0.9,14583.333333333334,14987.183333333334
2025-04-01,S010,Coventry Care & Education Centre,Midlands,Registered Nurse,6.1,41000,17.6,462.56,3.7,20841.666666666664,21304.226666666666
2025-04-01,S010,Coventry Care & Education Centre,Midlands,Administrator,14.0,27000,86.0,1488.46,6.6,31500.0,32988.46
2025-04-01,S010,Coventry Care & Education Centre,Midlands,Senior Support Worker,11.4,29000,58.5,1087.5,3.8,27550.0,28637.5
2025-04-01,S010,Coventry Care & Education Centre,Midlands,Manager,7.2,43000,35.9,989.55,2.8,25800.0,26789.55
2025-04-01,S010,Coventry Care & Education Centre,Midlands,Driver,11.2,28000,50.0,897.44,5.4,26133.333333333332,27030.77333333333
2025-04-01,S010,Coventry Care & Education Centre,Midlands,Team Leader,7.6,35000,45.5,1020.83,2.9,22166.666666666668,23187.49666666667
2025-04-01,S011,London Care & Education Centre,South,Team Leader,7.3,35000,36.1,809.94,3.4,21291.666666666668,22101.606666666667
2025-04-01,S011,London Care & Education Centre,South,Manager,19.4,43000,73.0,2012.18,9.5,69516.66666666666,71528.84666666665
2025-04-01,S011,London Care & Education Centre,South,Registered Nurse,16.8,41000,45.9,1206.35,8.4,57400.0,58606.35
2025-04-01,S011,London Care & Education Centre,South,Senior Support Worker,19.7,29000,76.9,1429.55,10.1,47608.333333333336,49037.88333333334
2025-04-01,S011,London Care & Education Centre,South,Driver,3.1,28000,12.8,229.74,2.3,7233.333333333333,7463.073333333333
2025-04-01,S011,London Care & Education Centre,South,Support Worker,6.2,25000,33.4,535.26,2.0,12916.666666666666,13451.926666666666
2025-04-01,S012,Bristol Care & Education Centre,South,Team Leader,12.6,35000,66.8,1498.72,5.1,36750.0,38248.72
2025-04-01,S012,Bristol Care & Education Centre,South,Driver,6.4,28000,31.2,560.0,3.8,14933.333333333334,15493.333333333334
2025-04-01,S012,Bristol Care & Education Centre,South,Manager,3.9,43000,4.4,121.28,2.0,13975.0,14096.28
2025-04-01,S012,Bristol Care & Education Centre,South,Registered Nurse,10.3,41000,34.0,893.59,4.4,35191.66666666667,36085.25666666667
2025-04-01,S012,Bristol Care & Education Centre,South,Administrator,19.7,27000,118.7,2054.42,9.2,44325.0,46379.42
2025-04-01,S013,Reading Care & Education Centre,South,Support Worker,5.4,25000,15.1,241.99,2.8,11250.0,11491.99
2025-04-01,S013,Reading Care & Education Centre,South,Team Leader,5.1,35000,25.6,574.36,2.4,14875.0,15449.36
2025-04-01,S013,Reading Care & Education Centre,South,Administrator,15.9,27000,91.4,1581.92,8.5,35775.0,37356.92
2025-04-01,S013,Reading Care & Education Centre,South,Manager,19.9,43000,14.6,402.44,9.4,71308.33333333333,71710.77333333333
2025-04-01,S013,Reading Care & Education Centre,South,Senior Support Worker,3.7,29000,11.7,217.5,2.3,8941.666666666666,9159.166666666666
2025-04-01,S013,Reading Care & Education Centre,South,Driver,4.2,28000,0.3,5.38,4.6,9800.0,9805.38
2025-04-01,S014,Southampton Care & Education Centre,South,Manager,16.3,43000,78.2,2155.51,8.3,58408.333333333336,60563.84333333334
2025-04-01,S014,Southampton Care & Education Centre,South,Driver,18.7,28000,107.9,1936.67,11.7,43633.333333333336,45570.003333333334
2025-04-01,S014,Southampton Care & Education Centre,South,Registered Nurse,14.7,41000,78.0,2050.0,8.3,50225.0,52275.0
2025-04-01,S014,Southampton Care & Education Centre,South,Senior Support Worker,6.5,29000,27.3,507.5,3.1,15708.333333333334,16215.833333333334
2025-04-01,S015,Brighton Care & Education Centre,South,Manager,7.8,43000,25.6,705.64,3.1,27950.0,28655.64
2025-04-01,S015,Brighton Care & Education Centre,South,Support Worker,7.1,25000,21.1,338.14,2.2,14791.666666666666,15129.806666666665
2025-04-01,S015,Brighton Care & Education Centre,South,Administrator,6.7,27000,26.0,450.0,1.7,15075.0,15525.0
2025-04-01,S015,Brighton Care & Education Centre,South,Driver,13.3,28000,57.0,1023.08,6.6,31033.333333333332,32056.413333333334
2025-04-01,S015,Brighton Care & Education Centre,South,Senior Support Worker,15.8,29000,66.7,1239.94,7.4,38183.333333333336,39423.27333333334
2025-04-01,S015,Brighton Care & Education Centre,South,Registered Nurse,18.8,41000,162.0,4257.69,10.8,64233.333333333336,68491.02333333333
2025-04-01,S016,Cardiff Care & Education Centre,Wales,Driver,12.9,28000,27.5,493.59,6.7,30100.0,30593.59
2025-04-01,S016,Cardiff Care & Education Centre,Wales,Senior Support Worker,16.0,29000,49.4,918.33,7.0,38666.666666666664,39584.996666666666
2025-04-01,S016,Cardiff Care & Education Centre,Wales,Administrator,5.9,27000,11.7,202.5,3.4,13275.0,13477.5
2025-04-01,S016,Cardiff Care & Education Centre,Wales,Support Worker,19.4,25000,57.8,926.28,10.7,40416.666666666664,41342.94666666666
2025-04-01,S016,Cardiff Care & Education Centre,Wales,Registered Nurse,9.5,41000,52.2,1371.92,6.1,32458.333333333332,33830.253333333334
2025-04-01,S017,Swansea Care & Education Centre,Wales,Manager,16.8,43000,45.7,1259.68,8.9,60200.0,61459.68
2025-04-01,S017,Swansea Care & Education Centre,Wales,Support Worker,5.1,25000,25.2,403.85,2.1,10624.999999999998,11028.849999999999
2025-04-01,S017,Swansea Care & Education Centre,Wales,Senior Support Worker,7.2,29000,20.5,381.09,5.2,17400.0,17781.09
2025-04-01,S017,Swansea Care & Education Centre,Wales,Administrator,9.9,27000,43.0,744.23,5.6,22275.0,23019.23
2025-04-01,S017,Swansea Care & Education Centre,Wales,Registered Nurse,7.1,41000,19.6,515.13,2.3,24258.333333333332,24773.463333333333
2025-04-01,S017,Swansea Care & Education Centre,Wales,Driver,13.4,28000,42.2,757.44,6.6,31266.666666666668,32024.106666666667
2025-04-01,S018,Newport Care & Education Centre,Wales,Senior Support Worker,7.1,29000,17.1,317.88,3.5,17158.333333333332,17476.213333333333
2025-04-01,S018,Newport Care & Education Centre,Wales,Registered Nurse,8.2,41000,12.0,315.38,3.0,28016.66666666666,28332.04666666666
2025-04-01,S018,Newport Care & Education Centre,Wales,Support Worker,12.9,25000,64.6,1035.26,7.1,26875.0,27910.26
2025-04-01,S018,Newport Care & Education Centre,Wales,Manager,13.2,43000,45.0,1240.38,5.6,47300.0,48540.38
2025-04-01,S019,Wrexham Care & Education Centre,Wales,Team Leader,9.9,35000,24.3,545.19,4.6,28875.0,29420.19
2025-04-01,S019,Wrexham Care & Education Centre,Wales,Senior Support Worker,10.6,29000,52.6,977.82,6.2,25616.666666666668,26594.486666666668
2025-04-01,S019,Wrexham Care & Education Centre,Wales,Administrator,5.6,27000,18.2,315.0,1.6,12600.0,12915.0
2025-04-01,S019,Wrexham Care & Education Centre,Wales,Support Worker,18.1,25000,79.7,1277.24,8.2,37708.333333333336,38985.573333333334
2025-04-01,S019,Wrexham Care & Education Centre,Wales,Driver,17.5,28000,56.4,1012.31,10.1,40833.333333333336,41845.64333333333
2025-04-01,S020,Bangor Care & Education Centre,Wales,Support Worker,11.4,25000,59.7,956.73,5.9,23750.0,24706.73
2025-04-01,S020,Bangor Care & Education Centre,Wales,Manager,16.4,43000,34.3,945.45,8.4,58766.66666666666,59712.116666666654
2025-04-01,S020,Bangor Care & Education Centre,Wales,Registered Nurse,11.9,41000,66.6,1750.38,5.6,40658.333333333336,42408.71333333333
2025-04-01,S020,Bangor Care & Education Centre,Wales,Senior Support Worker,8.5,29000,51.2,951.79,5.5,20541.666666666668,21493.45666666667
2025-04-01,S020,Bangor Care & Education Centre,Wales,Administrator,11.5,27000,74.7,1292.88,6.1,25875.0,27167.88
2025-05-01,S001,Preston Care & Education Centre,North,Team Leader,15.0,35000,73.2,1642.31,8.9,43750.0,45392.31
2025-05-01,S001,Preston Care & Education Centre,North,Driver,13.2,28000,61.7,1107.44,6.1,30800.0,31907.44
2025-05-01,S001,Preston Care & Education Centre,North,Manager,14.9,43000,49.6,1367.18,7.7,53391.666666666664,54758.846666666665
2025-05-01,S001,Preston Care & Education Centre,North,Senior Support Worker,9.4,29000,19.4,360.64,4.6,22716.666666666668,23077.306666666667
2025-05-01,S001,Preston Care & Education Centre,North,Administrator,16.4,27000,92.6,1602.69,6.0,36899.99999999999,38502.689999999995
2025-05-01,S001,Preston Care & Education Centre,North,Support Worker,6.5,25000,41.0,657.05,4.4,13541.666666666666,14198.716666666665
2025-05-01,S002,Manchester Care & Education Centre,North,Registered Nurse,7.9,41000,26.2,688.59,4.5,26991.666666666668,27680.256666666668
2025-05-01,S002,Manchester Care & Education Centre,North,Team Leader,6.9,35000,27.6,619.23,4.7,20125.0,20744.23
2025-05-01,S002,Manchester Care & Education Centre,North,Driver,13.2,28000,72.3,1297.69,5.2,30800.0,32097.69
2025-05-01,S002,Manchester Care & Education Centre,North,Senior Support Worker,11.0,29000,53.7,998.27,5.3,26583.333333333332,27581.603333333333
2025-05-01,S002,Manchester Care & Education Centre,North,Manager,3.4,43000,14.0,385.9,1.0,12183.333333333334,12569.233333333334
2025-05-01,S003,Leeds Care & Education Centre,North,Senior Support Worker,9.6,29000,63.6,1182.31,5.8,23200.0,24382.31
2025-05-01,S003,Leeds Care & Education Centre,North,Administrator,8.9,27000,25.7,444.81,3.1,20025.0,20469.81
2025-05-01,S003,Leeds Care & Education Centre,North,Support Worker,9.5,25000,32.5,520.83,5.2,19791.666666666668,20312.49666666667
2025-05-01,S003,Leeds Care & Education Centre,North,Team Leader,11.3,35000,49.3,1106.09,6.9,32958.333333333336,34064.42333333333
2025-05-01,S003,Leeds Care & Education Centre,North,Registered Nurse,15.3,41000,79.3,2084.17,8.6,52275.0,54359.17
2025-05-01,S003,Leeds Care & Education Centre,North,Manager,18.5,43000,83.1,2290.58,7.9,66291.66666666667,68582.24666666667
2025-05-01,S004,Newcastle Care & Education Centre,North,Team Leader,7.6,35000,28.2,632.69,4.9,22166.666666666668,22799.356666666667
2025-05-01,S004,Newcastle Care & Education Centre,North,Registered Nurse,18.5,41000,72.6,1908.08,9.8,63208.333333333336,65116.41333333334
2025-05-01,S004,Newcastle Care & Education Centre,North,Administrator,7.4,27000,26.1,451.73,2.7,16650.0,17101.73
2025-05-01,S004,Newcastle Care & Education Centre,North,Senior Support Worker,5.7,29000,21.7,403.4,3.2,13775.0,14178.4
2025-05-01,S005,Sheffield Care & Education Centre,North,Driver,17.4,28000,52.5,942.31,8.5,40599.99999999999,41542.30999999999
2025-05-01,S005,Sheffield Care & Education Centre,North,Manager,19.6,43000,50.8,1400.26,10.9,70233.33333333334,71633.59333333334
2025-05-01,S005,Sheffield Care & Education Centre,North,Administrator,9.2,27000,32.7,565.96,6.1,20699.999999999996,21265.959999999995
